Account_ID,Customer_ID,Customer_Name,Gender,Age,Email,Phone,City,Country,Account_Type,Account_Status,Transaction_ID,Transaction_Date,Transaction_Type,Amount,Currency,Description,Branch_Name,Manager_Name,Loan_ID,Loan_Amount,Interest_Rate,Tenure_Years,Investment_Type,ROI,Investment_Value,Card_Type,Late_Fee,Penalty,Tax_Amount,Total_Amount,Payment_Mode,Remarks
A1962,C48659,Ravi Kumar,Female,62,,+916349677932,Bangalore,India,Business,Active,T611720,2023-02-11,Deposit,402949.74204694363,USD,Transfer,,Ms. Sharma,,9522216.63618825,8.924401286861118,6.0,Stock,6.160669776055213,557038.7675605841,Amex,1425.0051004302766,4938.353159013803,8323.054217152454,196201.961882513,Credt,
A9967,C61898,Fatima Noor,Female,33,fatima@gmail.com,+916335503284,Bangalore,,Savngs,,T862900,2023-12-18,Deposit,803065.2201234123,USD,,Main,Mrs. Patel,,5823783.936651733,14.446144879342414,1.0,Bond,16.56749852763584,991987.8444618817,,4830.538115783831,2228.954150894179,331.2403374851247,703463.7623730332,Debet,Check required
A7111,C42132,michael Brown,F,23,,+919887908398,,USA,Business,Active,T732228,2024-05-31,Withdrawal,67187.02325661574,GBP,Loan EMI,Main,Mr. Rao,L3491,2469411.7010379173,10.396971405826182,11.0,Stock,29.715570724082028,306519.39224096056,MasterCard,2439.5534063900536,5783.29033827972,8708.791375954588,285464.2073450211,Cash,Check required
A6392,C50414,michael Brown,Female,78,ravi@gmail,+918261489624,mumbai,USA,Savngs,Inactive,T158856,2025-07-01,Loan Payment,803065.2201234123,EUR,Transfer,Main,Mr. Lee,L4313,1155976.09864996,24.129112116780487,25.0,FD,27.062134796266772,450920.877697746,RuPay,742.0717984129277,1901.3675599252522,6646.194482509591,703463.7623730332,Credt,Check required
A3027,C97609,michael Brown,Male,68,,+919207004709,Delhi,UK,Loan,Inactive,T340209,2024-03-09,Withdrawal,91127.21131394719,USD,Investment,,Mr. Lee,,3911838.0321487635,22.515332357998574,27.0,FD,6.059269802238506,811767.3655063815,MasterCard,753.5734909960595,8531.286753562763,718.0379134921134,416414.4511635146,Cash,Good
A1240,C26198,michael Brown,,65,ravi@gmail,+919906172575,Bangalore,,Savings,,T146919,2020-09-29,Loan Payment,878127.3854660029,USD,,City Center,Ms. Sharma,,4179229.9482484004,21.157457461535355,23.0,FD,11.092594719114453,496073.4422592787,RuPay,1652.508874386831,9268.880339522791,4002.030395705224,107161.98753637442,Cash,Check required
A1310,C23863,michael Brown,Mle,53,,+918621267609,mumbai,USA,Savngs,Banned,T859224,2022-04-10,Deposit,448216.0572816651,EUR,,City Center,Ms. Sharma,,5722674.505666851,19.869054389571748,16.0,Stock,18.733944349373875,929562.0776705791,RuPay,397.85242628791906,6503.932919261056,3567.0077015753086,810698.5060711964,Debit,
A7558,C64262,Ravi Kumar,Male,18,fatima@gmail.com,+919080813925,,,Savings,Inactive,T147265,2020-01-28,Transfer,418189.7866336433,EUR,Bill Payment,Main,Mr. Lee,,2513936.1086086365,8.866050366933068,23.0,Bond,3.649975833210855,450920.877697746,MasterCard,1012.800339672213,1523.4979109261526,9099.823183862198,339129.75950615224,Debet,
A3896,C82380,John Doe,Other,17,ravi@gmail,+917653896587,Delhi,India,Loan,,T784073,2025-07-29,Deposit,958331.8537127386,EUR,Investment,,Ms. Sharma,,9090889.963784384,18.59373855534905,4.0,FD,6.059269802238506,420645.53326808166,RuPay,3356.042807669017,6411.281202861482,8793.356091241449,216682.55201463,Online,Check required
A5796,C39841,John Doe,Female,78,ravi@gmail,+917569934756,Delhi,UK,Current,Banned,T890228,2021-04-03,Transfer,277097.7463247374,GBP,Salary,Downtown,,,1519590.7467991533,5.834725663246742,28.0,Mutual Fund,14.693079065044406,379904.2469178631,Amex,1408.109841445505,5505.758533599379,1918.3400395881322,1030645.689332991,Credit,
A3428,C47672,Ravi Kumar,Female,43,fatima@gmail.com,+916473268028,Delhi,USA,Savings,Active,T826726,2020-08-12,Loan Payment,787370.1135248662,INR,,Main,Ms. Sharma,,5360738.90067087,6.066739884259567,19.0,Stock,4.4600323184532815,516619.3006288568,MasterCard,742.0717984129277,661.9682229661961,3235.581310623503,927782.0849247195,Credt,
A4299,C77545,michael Brown,,25,fatima@gmail.com,+916946889510,Bangalore,India,Savings,Active,T509946,2025-09-08,Transfer,772054.5827937576,INR,Investment,Downtown,Mr. Lee,L5258,3967258.430866011,20.94846176590926,9.0,Mutual Fund,2.43022286446441,245736.1222883877,,3325.782619528066,1352.5942408939452,7837.369222461549,567445.6065976208,Credt,
A5118,C54112,michael Brown,,72,jane@,+916766961952,mumbai,USA,Savings,Inactive,T120584,2024-12-18,Deposit,20499.57052713752,EUR,Bill Payment,Suburban,Mrs. Patel,,746175.6111806429,,17.0,,18.349516045474527,378044.30609740916,MasterCard,1652.508874386831,2228.954150894179,718.0379134921134,385528.98203612387,Cash,Delayed
A1085,C13847,Jane Smith,Male,89,,+916906371468,Bangalore,USA,Savngs,,T537572,2023-09-04,Withdrawal,347835.32059467735,GBP,Loan EMI,,,,746175.6111806429,7.145118528000413,2.0,FD,15.579901016473494,687485.6827664252,RuPay,2157.0836310403324,7244.67518412842,4736.501707187361,419669.1942552486,Credit,
A8226,C18649,,,41,ravi@gmail,+919678650916,Delhi,UK,Savngs,,T870213,2024-01-04,Transfer,878127.3854660029,USD,Loan EMI,Suburban,Mr. Rao,L3507,2231690.440765202,10.557724780792816,12.0,FD,27.73788675980397,539522.8284753156,Visa,985.5886110490819,3373.887659955068,5092.144389058023,863257.5536417122,UPI,
A6162,C47052,Ravi Kumar,F,35,,+917939669318,Delhi,India,Savngs,,T393921,2022-02-07,Deposit,873587.9482291582,INR,Transfer,Main,,,2506062.540506736,20.59690022525787,12.0,Stock,7.121497953481719,653094.3973197985,Visa,245.1474308729118,5505.758533599379,7411.528879949374,196201.961882513,Credt,Good
A7510,C68023,Li Wei,,53,fatima@gmail.com,+918168339762,mumbai,,Savings,Banned,T460698,2021-12-21,Withdrawal,274485.1903725182,EUR,Salary,,Ms. Sharma,,2231690.440765202,7.550456563002612,9.0,Bond,2.43022286446441,929562.0776705791,RuPay,3703.761985142865,5391.683267747536,5092.144389058023,385528.98203612387,Credt,Check required
A6014,C85614,michael Brown,F,60,,+918383118729,,india,Savngs,,T413915,2025-03-15,Transfer,640286.889860781,INR,Investment,,Mrs. Patel,,2916159.0052255685,6.312770870275301,28.0,FD,7.7786294091385315,745759.2799318061,Amex,3507.068871187304,3936.1160977529385,1223.304961754522,556225.1772080854,UPI,Delayed
A4874,C74776,,Male,80,,+919291426459,Bangalore,USA,Savngs,Banned,T799606,2025-01-03,Loan Payment,529691.56258243,INR,,Suburban,Mr. Lee,L7544,6741403.31617917,10.111532472013005,1.0,FD,2.43022286446441,963928.6301848894,MasterCard,653.1000477382182,9141.547886574375,93.78209893879053,567445.6065976208,Cash,Delayed
A6036,C52145,,Other,50,,+916292362392,,,Loan,,T736960,2023-02-19,Loan Payment,885026.8230148039,EUR,Bill Payment,Suburban,Mr. Lee,,2916159.0052255685,23.014515809890234,26.0,,25.60456430690326,457807.66030893935,Visa,3161.275454427855,7662.006327578452,306.2438723940053,567445.6065976208,Cash,
A3980,C46831,Jane Smith,Male,89,fatima@gmail.com,+918148812697,Mumbai,India,Savngs,Banned,T466254,2023-09-05,Deposit,958331.8537127386,USD,Investment,,Mr. Rao,,3967258.430866011,24.035669258942473,27.0,Bond,28.068108797414087,378044.30609740916,RuPay,3357.1548037909897,4244.773749197129,6300.23373260519,1305744.7034188083,Debet,Delayed
A2239,C38244,michael Brown,,79,john@example.com,+918686709553,,USA,Loan,Banned,T409810,2021-01-18,Deposit,659189.6290456743,INR,Bill Payment,Suburban,Mr. Lee,L1242,5096499.7008044915,13.155451188647103,15.0,Stock,18.349516045474527,528548.4700212231,RuPay,4991.355500607326,7453.813910753722,93.78209893879053,1494309.9483422737,UPI,Delayed
A6044,C33996,Jane Smith,Other,77,jane@,+919734003967,Delhi,,Savings,Inactive,T720398,2020-09-27,Withdrawal,585893.537220925,USD,Transfer,,Mr. Rao,,9586152.692862287,3.409442359835462,3.0,,15.766487448821028,36028.769822295944,Visa,2234.289835189393,1901.3675599252522,6463.633447864693,1108318.6097027273,UPI,Check required
A3321,C19618,Ravi Kumar,Male,49,ravi@gmail,+917940609192,mumbai,USA,Current,,T217297,2023-12-26,Deposit,655417.6611435069,INR,Bill Payment,Main,,,2926380.4110200033,6.642564768029905,18.0,Bond,8.34043159197519,450920.877697746,RuPay,3620.866477722211,8363.579799981058,539.0785914203223,528054.5651551575,Online,
A5988,C96080,Ravi Kumar,F,45,jane@,+917348924772,Mumbai,India,Current,Active,T227831,2024-06-08,Deposit,557091.8814336149,EUR,Loan EMI,Suburban,,,,10.111024641114184,4.0,,7.527334037524053,844920.4263654543,,742.0717984129277,8363.579799981058,2614.9306570429676,155726.51978262648,Credit,Check required
A7413,C31156,John Doe,,42,,+918746400509,Mumbai,UK,Savings,,T639402,2020-04-09,Transfer,593746.4123731395,EUR,Bill Payment,,Mrs. Patel,,2299560.541917655,15.072426640195184,6.0,Bond,4.17978923743865,24179.427950912028,,3869.6553510723993,9090.838367924085,6257.086251855517,1182839.15389943,Credt,Check required
A8773,C94845,Jane Smith,F,15,,+916847913575,,,Business,Banned,T145444,2024-07-30,Loan Payment,520568.4815881504,USD,Transfer,City Center,Mr. Lee,L6371,3243924.976089444,8.461335707984428,8.0,Stock,2.43022286446441,557038.7675605841,Visa,4203.377457811351,8902.68438292236,331.2403374851247,1266976.1884780037,UPI,Delayed
A3706,C98386,Jane Smith,,39,,+917440491241,mumbai,,Loan,Banned,T696741,2025-08-06,Loan Payment,804280.7282630121,EUR,Bill Payment,Main,,,3951446.6903418307,23.014515809890234,4.0,Stock,27.73788675980397,239560.04765585114,Amex,4453.877253915471,1750.7598213559017,6300.23373260519,893828.3367689988,Credt,Check required
A2532,C93546,Ravi Kumar,F,57,john@example.com,+918645389415,Chennai,USA,Savngs,Banned,T273007,2020-11-17,Withdrawal,828229.9366108056,GBP,Loan EMI,Suburban,,L1889,8225687.01853336,23.014515809890234,7.0,Stock,25.31442815082985,233557.6377250481,Visa,2449.7741169767955,9820.885701999348,6048.856082288205,703463.7623730332,Credt,Check required
A2451,C77851,michael Brown,Other,81,ravi@gmail,+917768436473,Delhi,,Savngs,Active,T525190,2023-02-03,Deposit,899919.5524003363,GBP,,Main,Mr. Rao,L2919,7413377.257382532,24.371784391021592,1.0,Stock,18.618905776567864,460288.0228795955,MasterCard,245.1474308729118,8815.719859434583,856.1060320839575,496656.62665484863,UPI,Good
A8123,C59871,John Doe,Male,77,john@example.com,+918226224794,Delhi,USA,Savngs,Inactive,T209573,2023-02-25,Withdrawal,861076.8301860715,GBP,Loan EMI,,Mr. Rao,,9127477.355046552,7.518093442252103,21.0,Mutual Fund,27.478491322242945,653094.3973197985,Amex,4510.51109982781,5880.657671438793,8793.356091241449,546820.1894184718,Online,
A5965,C81562,Fatima Noor,Other,65,,+918506965115,Mumbai,UK,Savngs,Banned,T353726,2025-06-29,Loan Payment,0.0,GBP,Investment,City Center,,,2904282.00209408,15.889450861146399,23.0,Stock,3.649975833210855,232992.38980789724,Visa,2818.0309306801464,5216.162077274305,4736.501707187361,962521.6138407837,Online,Delayed
A7403,C30532,Fatima Noor,Male,16,john@example.com,+916885124596,mumbai,UK,Business,,T488525,2020-04-27,Withdrawal,950384.713506945,EUR,Transfer,Main,,,1908953.2718724494,19.869054389571748,24.0,,8.468700247214972,897737.3757334132,,2204.04267989811,7244.67518412842,4002.030395705224,556225.1772080854,Debit,Good
A6423,C76922,michael Brown,F,78,john@example.com,+918423579601,Chennai,india,Savngs,Active,T533956,2023-07-28,Loan Payment,221604.9991871768,USD,Investment,Main,,,8688110.38026726,17.743576705864207,26.0,Mutual Fund,17.312107528448674,832215.0904297109,MasterCard,724.5087585392457,6106.488491277357,2433.813502947666,829953.1356988742,UPI,
A1813,C57829,Jane Smith,Other,88,,+918041603065,Delhi,UK,Savings,Active,T350290,2020-09-30,Transfer,648244.356530811,USD,,Downtown,,L7876,666151.5482195967,,19.0,Mutual Fund,29.715570724082028,928122.9860481006,RuPay,2037.821561190652,136.7500664025223,9549.925356181715,550254.3479079624,UPI,Delayed
A2174,C46903,michael Brown,F,83,ravi@gmail,+916719642482,mumbai,India,Savings,Inactive,T868335,2025-03-15,Withdrawal,393231.1175208077,USD,,City Center,Mr. Lee,,1889834.2425027774,6.710431105182678,19.0,Stock,25.602589260550506,582481.0006148855,MasterCard,843.5348903724877,1901.3675599252522,558.8762521170754,1491466.7198181844,Credit,
A6215,C40035,Li Wei,Female,23,ravi@gmail,+917243516053,Delhi,india,Current,Active,T669064,2022-01-17,Withdrawal,513125.91064621304,GBP,Loan EMI,City Center,Ms. Sharma,,9266523.382259827,10.1115271897656,6.0,,14.63148372619565,781184.6775994262,Visa,396.5406616085815,6503.932919261056,8325.860200290579,233226.34697263598,Cash,Check required
A4555,C45828,Fatima Noor,Mle,16,john@example.com,+917681260206,Delhi,India,Business,Active,T243620,2024-06-08,Withdrawal,740338.999540867,USD,Bill Payment,City Center,Mrs. Patel,,5866344.908157179,19.869054389571748,28.0,FD,,781184.6775994262,MasterCard,433.3952107360156,5783.29033827972,9102.56248551984,877532.7299491779,Debit,Good
A5948,C78864,John Doe,F,48,ravi@gmail,+917263419360,mumbai,,Current,Banned,T907569,2022-11-09,Withdrawal,387825.55209689675,USD,Salary,Main,Mrs. Patel,,5823783.936651733,21.977272270042747,3.0,Mutual Fund,3.160700121345921,232822.26736905606,Amex,4830.538115783831,7085.381074108912,9549.925356181715,1121950.062104227,Debet,Good
A3486,C27484,Fatima Noor,Mle,74,ravi@gmail,+916730774949,mumbai,UK,Savngs,Inactive,T700062,2020-10-10,Loan Payment,470815.3161483642,EUR,Salary,Suburban,Mrs. Patel,,2513936.1086086365,3.298366103298354,20.0,,18.733944349373875,306519.39224096056,MasterCard,1299.3475631495617,3699.187480556668,4002.030395705224,927782.0849247195,Debit,Check required
A4308,C94600,Jane Smith,Other,75,ravi@gmail,+918783126601,Chennai,India,Savings,Banned,T587180,2025-07-11,Deposit,18130.206624247487,USD,Loan EMI,City Center,,,5269981.860603688,23.014515809890234,14.0,Bond,,927620.8317291954,RuPay,1564.0051186487553,2666.584375987766,2559.762490895352,1404556.5245212147,UPI,Good
A4872,C46557,John Doe,Other,45,ravi@gmail,+916427813047,mumbai,USA,Savings,,T255527,2022-04-29,Deposit,520568.4815881504,EUR,Investment,,Ms. Sharma,,7635757.141894671,10.1115271897656,17.0,Stock,2.7315990704889037,245736.1222883877,,3703.761985142865,9312.375579434192,3287.3838725303385,694148.4279144235,Cash,
A1725,C36675,Ravi Kumar,,24,,+919635953409,mumbai,,Loan,,T706444,2021-09-28,Deposit,154769.3797000427,USD,Loan EMI,Suburban,Ms. Sharma,L1503,302328.4705816485,8.450980235847705,1.0,Stock,24.666743823997315,978462.3897776668,,3161.275454427855,5505.758533599379,5960.392599351491,1121950.062104227,Credt,Delayed
A6221,C17321,Fatima Noor,F,50,fatima@gmail.com,+917428362798,mumbai,,Business,,T982927,2021-10-30,Transfer,679583.8813890266,GBP,Salary,City Center,Mr. Rao,,1519590.7467991533,16.773239445445128,26.0,Stock,7.527334037524053,24179.427950912028,Amex,1652.508874386831,5880.657671438793,1661.6859399350537,419906.9234252409,Debet,
A8904,C28856,Ravi Kumar,F,63,ravi@gmail,+918547673365,mumbai,USA,Current,Banned,T876907,2020-07-31,Loan Payment,97797.50465921982,EUR,,,Mr. Lee,L2828,8225687.01853336,8.450980235847705,13.0,Bond,,240961.32432809588,Amex,1580.011842734958,7093.104487787327,6108.8375909991655,155726.51978262648,Credit,
A5710,C16699,John Doe,,84,ravi@gmail,+918830334323,Mumbai,,Loan,Active,T611263,2020-03-11,Transfer,408079.2892759526,INR,Bill Payment,Suburban,,,9428626.825016329,6.284626381157905,9.0,,18.733944349373875,385861.2941365581,Amex,753.5734909960595,5783.29033827972,4996.349146079705,632026.7518428601,Debet,
A5269,C44507,Li Wei,Mle,63,jane@,+917349198005,Bangalore,india,Savings,Banned,T793961,2020-02-13,Withdrawal,69954.93449259321,EUR,Bill Payment,Downtown,Mr. Rao,,192988.90008509325,15.829557651542189,4.0,Bond,4.5731369578624355,460288.0228795955,Amex,3357.1548037909897,4350.431520865205,8959.306143317686,1106347.8420567466,Debet,
A8059,C94371,michael Brown,Mle,17,fatima@gmail.com,+919104642364,Chennai,India,Current,Banned,T525647,2024-03-13,Transfer,413253.1593549174,USD,Loan EMI,Suburban,Mr. Lee,,8336386.295783684,3.8637622628046304,11.0,Bond,7.121497953481719,614035.5472237406,Amex,709.3681910017868,263.55337639901165,1925.1073861827483,1264022.9830270198,Credt,Good
A9970,C83807,michael Brown,Mle,88,ravi@gmail,+918008830782,,India,Loan,Active,T736797,2022-01-09,Withdrawal,878127.3854660029,INR,,City Center,Ms. Sharma,L2747,4944908.9980739355,20.699919622270503,9.0,,12.38420434927495,745759.2799318061,Visa,2542.1620129741846,9788.66236773735,1925.1073861827483,550254.3479079624,Cash,
A8795,C79648,,Male,19,fatima@gmail.com,+918294846761,Chennai,UK,Business,Banned,T288277,2025-07-04,Withdrawal,233129.88266606015,GBP,,Downtown,Mr. Lee,,2904282.00209408,5.316699390452643,25.0,,8.34043159197519,2294.584031866264,Amex,1746.7956978468835,5216.162077274305,93.78209893879053,350063.6476016587,Credit,Delayed
A9280,C56457,Fatima Noor,,75,ravi@gmail,+917137927041,,india,Business,Active,T185200,2021-10-05,Loan Payment,418421.2021249502,GBP,Salary,,Mr. Rao,,2043991.1301892018,24.371784391021592,28.0,,14.704538466637848,242915.84170632265,Amex,4169.125439649792,1528.8913715116005,3109.3387297100007,1182839.15389943,Online,
A3864,C55811,Jane Smith,Male,40,,+919927901297,Bangalore,UK,Current,Inactive,T727808,2020-03-05,Withdrawal,95780.54704639535,EUR,Loan EMI,Suburban,Ms. Sharma,,1519590.7467991533,20.083119184266756,17.0,Mutual Fund,1.7157992661983155,520344.5643578307,RuPay,464.5168784710624,4856.121788426299,1661.6859399350537,1076491.737314693,Debit,
A7222,C35284,Jane Smith,Female,86,,+919666093129,,India,Business,Inactive,T211667,2024-08-08,Deposit,470377.0155324127,GBP,Bill Payment,,Ms. Sharma,,8688110.38026726,4.120330367787421,27.0,Stock,26.368917406020852,849455.0928563222,,4991.355500607326,6164.607725442522,4785.406565298379,281534.8840707213,Debit,
A5339,C59270,John Doe,Male,19,fatima@gmail.com,+918597594147,Chennai,USA,Business,Banned,T283542,2022-11-24,Withdrawal,542079.1417626922,EUR,Salary,Suburban,Mr. Rao,L5864,7328002.964717242,15.889450861146399,5.0,Bond,26.491930860414975,929562.0776705791,MasterCard,1564.0051186487553,7662.006327578452,1406.722230591424,893828.3367689988,Cash,Good
A8760,C56386,michael Brown,F,29,,+918115578740,Mumbai,,Loan,,T787699,2025-05-19,Loan Payment,907252.4429603509,USD,Bill Payment,City Center,Mrs. Patel,,9522216.63618825,10.942139585988645,27.0,Bond,18.52705826873535,978462.3897776668,,433.3952107360156,3546.6996908423353,9553.336004357854,1438759.615380104,Debet,Check required
A4991,C12776,michael Brown,Mle,30,jane@,+919164965646,Chennai,india,Loan,Active,T448811,2023-05-28,Loan Payment,680078.0517686324,USD,Transfer,City Center,Mrs. Patel,,2816565.009038765,21.157457461535355,21.0,Mutual Fund,1.2176214423213545,833083.6032612266,RuPay,17.541747767180205,7786.504917281257,7837.369222461549,1235360.4681576358,Online,
A3301,C77025,Fatima Noor,Mle,15,john@example.com,+918391398200,Chennai,,Business,,T356239,2024-05-22,Transfer,768444.2290101304,GBP,Bill Payment,Downtown,Mr. Lee,,2299560.541917655,8.450980235847705,11.0,Bond,12.197552721879209,450920.877697746,Amex,60.174076621137274,5216.162077274305,5960.392599351491,978987.5542363548,Online,Delayed
A2925,C66837,Ravi Kumar,Mle,30,john@example.com,+919226787106,mumbai,india,Savings,,T817230,2025-04-05,Deposit,679583.8813890266,GBP,Investment,City Center,Ms. Sharma,,8958477.016791882,9.199331070328533,23.0,FD,24.726065328551186,715388.0753785348,MasterCard,4232.0204220981705,499.52971264538127,2686.775221329316,927782.0849247195,Online,
A9735,C30135,,Male,51,,+919377981141,Bangalore,india,Current,,T738361,2021-08-20,Loan Payment,0.0,INR,Investment,Suburban,,,9522216.63618825,6.490908194267027,27.0,FD,18.911065511586234,975005.4951058528,Amex,396.5406616085815,2466.6843908376377,4091.275067746748,1316506.8244960622,Cash,
A3445,C76519,Ravi Kumar,Other,17,john@example.com,+916496718959,Bangalore,USA,Current,Inactive,T371901,2020-01-16,Loan Payment,9638.000130142389,INR,Loan EMI,Downtown,Mrs. Patel,,2822643.879923371,10.027401888859877,,,23.2437198834082,940782.9861783403,Amex,621.7911068408189,6671.673963623534,199.544757896305,154711.59349195365,Debit,
A2662,C24105,John Doe,Male,66,john@example.com,+918060768797,Chennai,india,Business,,T569226,2024-07-26,Withdrawal,233129.88266606015,EUR,,Suburban,Ms. Sharma,,3556110.649551689,9.199331070328533,6.0,FD,23.482975285390136,614035.5472237406,RuPay,4453.877253915471,5216.162077274305,8708.791375954588,1014327.3439414429,Credt,Good
A5667,C43768,,Other,61,jane@,+916123343736,Delhi,India,Current,Inactive,T292977,2022-09-26,Deposit,861076.8301860715,EUR,Bill Payment,Suburban,Mr. Rao,L9112,3866450.17977193,15.829557651542189,11.0,,1.2176214423213545,232822.26736905606,RuPay,3703.761985142865,9820.885701999348,8302.352861025298,694188.7814509443,Credt,Good
A1599,C49151,Ravi Kumar,F,27,fatima@gmail.com,+917325617648,Chennai,india,Current,,T770810,2021-07-13,Deposit,674224.6974033393,GBP,Investment,Suburban,Ms. Sharma,L4737,2231690.440765202,10.942139585988645,6.0,Bond,18.52705826873535,460288.0228795955,Amex,724.5087585392457,5457.881024283439,501.326667183456,323767.5861023055,UPI,Good
A9507,C77180,michael Brown,Mle,69,fatima@gmail.com,+917496994845,mumbai,India,Savngs,Active,T661467,2025-01-06,Deposit,463601.48447499593,GBP,,Downtown,Mr. Rao,,4822751.522135538,9.199331070328533,8.0,Bond,15.60872856542395,2294.584031866264,,1323.409211033416,5505.758533599379,3087.29381057926,496656.62665484863,Online,Check required
A1238,C56783,John Doe,F,35,fatima@gmail.com,+918204926637,Bangalore,india,Savings,,T350212,2024-12-17,Transfer,520568.4815881504,USD,Transfer,Main,Mrs. Patel,,2822643.879923371,15.46056305069456,19.0,,8.468700247214972,958547.5635495174,,1599.4298408666907,7786.504917281257,3087.29381057926,978987.5542363548,UPI,Check required
A5570,C11644,michael Brown,F,80,ravi@gmail,+918848988515,mumbai,India,Business,,T653960,2023-09-06,Deposit,847370.3184039759,EUR,Salary,City Center,Ms. Sharma,,2916159.0052255685,13.99029822340537,14.0,Stock,26.491930860414975,313978.9609064959,,4912.522617617238,8485.97415872661,4571.561670574809,1121950.062104227,Credit,Check required
A4719,C89256,John Doe,Female,68,,+918830290744,Delhi,USA,Savngs,Active,T797560,2023-01-21,Withdrawal,993164.4225595851,EUR,Loan EMI,Downtown,Mrs. Patel,,5456283.337253873,3.0495656174843218,22.0,,23.482975285390136,848161.2974963529,RuPay,3568.8958458475345,7453.813910753722,9553.336004357854,600493.8118287886,Cash,Check required
A4425,C92517,Ravi Kumar,Mle,41,fatima@gmail.com,+919669056233,,UK,Savngs,Active,T494828,2022-03-15,Deposit,655417.6611435069,USD,Transfer,Suburban,Mr. Rao,,8336386.295783684,9.753596288851723,11.0,Mutual Fund,13.720068387611411,724902.4647319474,Visa,1652.508874386831,8531.286753562763,6463.633447864693,1316941.6632610313,Debet,Check required
A6324,C31183,Fatima Noor,Female,52,john@example.com,+917832998407,Bangalore,india,Savings,Inactive,T473828,2024-12-01,Withdrawal,388182.6446228202,INR,Transfer,,Mr. Rao,,393904.89725970005,14.446144879342414,12.0,,3.2984104029134755,383772.65295385086,,3221.6708142777175,3936.1160977529385,6706.730389414137,1316941.6632610313,Credt,
A5156,C23556,Li Wei,,72,john@example.com,+919520219659,mumbai,USA,Savings,Active,T234512,2023-12-02,Transfer,848432.884657868,USD,Transfer,Downtown,Mr. Lee,,9266523.382259827,10.600669807841836,21.0,Stock,25.31442815082985,420645.53326808166,MasterCard,464.5168784710624,3936.1160977529385,539.0785914203223,285464.2073450211,Debit,
A3296,C90465,,,76,john@example.com,+916941310837,,india,Savings,Banned,T419222,2021-09-29,Transfer,911024.5984092221,USD,Loan EMI,Main,Mr. Rao,L5703,2335395.112916415,4.120330367787421,3.0,Stock,25.60456430690326,557038.7675605841,MasterCard,653.1000477382182,7085.381074108912,3500.614658086789,794294.6546812897,Debit,Check required
A5127,C55245,John Doe,,60,fatima@gmail.com,+918374571706,Chennai,USA,Loan,Banned,T679294,2023-12-13,Deposit,67187.02325661574,INR,,Suburban,Mr. Rao,,2335395.112916415,5.834725663246742,9.0,,16.5001316400108,794537.4919962189,,3869.6553510723993,9804.203788323202,3287.3838725303385,1343750.690007388,Cash,
A8561,C37948,michael Brown,F,25,ravi@gmail,+918197624743,Chennai,india,Business,Banned,T588013,2022-12-01,Loan Payment,911024.5984092221,USD,Loan EMI,Main,Mr. Rao,L9032,5967633.984611486,23.014515809890234,27.0,Mutual Fund,11.071408127155772,232822.26736905606,Visa,1851.7210107384308,9078.420872025323,,1266976.1884780037,UPI,Good
A6494,C92258,Fatima Noor,F,86,fatima@gmail.com,+916989194188,Chennai,USA,Savngs,Banned,T862541,2025-08-04,Transfer,502597.35196135094,GBP,Investment,City Center,Ms. Sharma,,9090889.963784384,21.977272270042747,23.0,Stock,17.138046625701904,652387.1050245356,Visa,397.85242628791906,8238.530883947295,682.9773697889807,1070327.768918043,Credt,Good
A8657,C61185,,,22,,+916178101605,Mumbai,UK,Savngs,,T663976,2023-02-04,Loan Payment,659189.6290456743,EUR,,Downtown,Ms. Sharma,,700836.8783708585,12.966149901256099,2.0,Mutual Fund,29.95316933914657,559925.1531258108,,12.601500376478448,2202.010978731279,3068.609815279688,1343750.690007388,Online,Delayed
A6164,C50095,,Mle,85,jane@,+919464539100,Bangalore,UK,Current,Inactive,T125274,2021-03-15,Loan Payment,847370.3184039759,GBP,Loan EMI,City Center,Mr. Rao,,700836.8783708585,3.282383230728212,23.0,Mutual Fund,23.986358238789723,261862.3449990557,MasterCard,4141.404093442279,2868.2775848064857,4035.1698753472087,978987.5542363548,Cash,Delayed
A3252,C60045,John Doe,,78,fatima@gmail.com,+916470056559,Mumbai,UK,Loan,Banned,T770458,2021-10-15,Transfer,463601.48447499593,INR,Transfer,Main,Mr. Lee,L8882,3265096.0406464124,6.490908194267027,28.0,Bond,29.825168922062947,234375.9167642702,Amex,3725.6978121916163,9804.203788323202,3670.0394587191563,694148.4279144235,Credt,Check required
A2354,C54717,Fatima Noor,,35,john@example.com,+917162085447,Mumbai,India,Current,,T731145,2023-09-02,Loan Payment,847370.3184039759,USD,Salary,Main,Mr. Rao,,4343876.390243207,6.066739884259567,4.0,Bond,2.43022286446441,895656.7337280904,Amex,1130.2142889646204,5633.110601519623,4996.349146079705,155726.51978262648,Credt,
A6906,C90291,Jane Smith,Mle,86,fatima@gmail.com,+917341877634,,,Savngs,,T637491,2024-07-12,Transfer,878127.3854660029,INR,Loan EMI,,,,2498277.553394202,6.066739884259567,3.0,,25.31442815082985,315257.08903639857,RuPay,12.601500376478448,8611.421191476393,3087.29381057926,1124964.5527538352,Debit,Good
